Id,ProductionBudget,DomesticGross,WorldwideGross,DomesticBoxOffice,InternationalBoxOffice,WorldwideBoxOffice,DomesticDVDSales,DomesticBluRaySales,TotalDomesticVideoSales,OpeningWeekend,Legs,InflAdjDomBO,RunningTime
"4,094",10000000,15122676,15297318,15122676,174642,15297318,,,,5642137,2.68,21736328,89
"4,095",10000000,14597405,34240572,14597405,19643167,34240572,6517418,1537595,8055013,1750507,8.34,19814610,99
"4,096",10000000,14482031,27317872,14482031,12835841,27317872,2430307,988377,3418684,3001738,4.82,18922975,106
"4,097",10000000,13744960,40744960,13744960,27000000,40744960,,,,780408,5.85,23115543,106
"4,098",10000000,13684949,13684949,13684949,,,,,,5706332,2.4,25391341,75
"4,099",10000000,13631124,17901314,13631124,4270190,17901314,691985,417709,1109694,5361937,2.54,16041858,91
"4,100",10000000,12611536,18968326,12611536,6356790,18968326,41513,43859,85372,5823006,2.17,14809618,86
"4,101",10000000,12589255,17300838,12589255,4711583,17300838,5561437,,5561437,69100,3.48,20721898,96
"4,102",10000000,12554569,12554569,12554569,,,,,,3908725,3.21,29485456,108
"4,103",10000000,12008642,44567606,12008642,32558964,44567606,,,,11827,3.47,22875721,112
"4,104",10000000,11748661,11924041,11748661,175380,11924041,,,,4281388,2.74,19335957,111
"4,105",10000000,11560259,19860259,11560259,8300000,19860259,,,,4134977,2.8,22017589,87
"4,106",10000000,11546543,11546543,11546543,,,,419804,419804,3845278,3,23093078,102
"4,107",10000000,10827813,12179708,10827813,1351895,12179708,,,,4231727,2.56,22977128,89
"4,108",10000000,10576669,28039038,10576669,17462369,28039038,865541,666930,1532471,229292,3.34,12710860,94
"4,109",10000000,10571408,10571408,10571408,,,,,,3986269,2.65,22433018,98
"4,110",10000000,10205616,10268749,10205616,63133,10268749,,,,4446190,2.3,12010537,133
"4,111",10000000,10162034,13835130,10162034,3673096,13835130,,,,124011,10.39,23357500,110
"4,112",10000000,10055355,27365788,10055355,17310433,27365788,896637,816880,1713517,234482,2.09,11807916,119
"4,113",10000000,10019109,10019109,10019109,,,,,,87133,11.32,21261017,126
"4,114",10000000,9949470,21094974,9949470,11145504,21094974,,,,3245853,3.07,22868929,111
"4,115",10000000,9408183,9424052,9408183,15869,9424052,,,,4171226,2.26,16331754,89
"4,116",10000000,8840453,31164747,8840453,22324294,31164747,2400830,1142503,3543333,4805878,1.84,11722021,97
"4,117",10000000,8803865,12517379,8803865,3713514,12517379,641673,97235,738908,161510,6.1,10409610,106
"4,118",10000000,8801940,8802428,8801940,488,8802428,,,,2837978,3.1,28239558,114
"4,119",10000000,8525600,8629895,8525600,104295,8629895,5606597,1435016,7041613,4043495,2.11,11648415,90
"4,120",10000000,8112414,14156753,8112414,6044339,14156753,,,,100512,7.53,14500889,97
"4,121",10000000,7779614,7843145,7779614,63531,7843145,2300749,1912066,4212815,113301,3.04,10264899,89
"4,122",10000000,7582065,17503828,7582065,9921763,17503828,,,,227688,5.27,9695683,94
"4,123",10000000,7570127,21596074,7570127,14025947,21596074,8707037,,8707037,4025115,1.88,11365731,95
"4,124",10000000,7316658,8378853,7316658,1062195,8378853,,,,2823548,2.59,13935252,92
"4,125",10000000,7078738,11766959,7078738,4688221,11766959,2023475,956674,2980149,3822803,1.85,9586525,101
"4,126",10000000,7027762,14321070,7027762,7293308,14321070,3815731,,3815731,3582554,1.96,11559944,93
"4,127",10000000,6900335,11360665,6900335,4460330,11360665,1124253,830347,1954600,3613567,1.91,8599368,91
"4,128",10000000,6861102,7862131,6861102,1001029,7862131,1857610,768680,2626290,302968,7.45,9326942,87
"4,129",10000000,6810754,8890094,6810754,2079340,8890094,2837498,1041511,3879009,3104269,2.19,9223605,82
"4,130",10000000,6809080,10290831,6809080,3481751,10290831,,,,2554766,2.67,8057285,113
"4,131",10000000,6719864,6719864,6719864,,,,,,156076,5.01,15340112,119
"4,132",10000000,6713826,17968934,6713826,11255108,17968934,,,,2500295,2.69,6713827,103
"4,133",10000000,6501381,8259753,6501381,1758372,8259753,144609,62599,207208,2798229,2.32,7693179,98
"4,134",10000000,6491969,6491969,6491969,,,,,,2461252,2.64,11269466,74
"4,135",10000000,6197866,6230266,6197866,32400,6230266,,,,92312,10.59,12929791,112
"4,136",10000000,6044618,6244618,6044618,200000,6244618,,,,2704682,2.23,11215307,98
"4,137",10000000,6003262,33512260,6003262,27508998,33512260,5815207,,5815207,2340743,2.56,9013255,100
"4,138",10000000,6000000,6000000,6000000,,,,,,407464,14.73,23266183,79
"4,139",10000000,5637066,9271825,5637066,3634759,9271825,,,,72459,3.81,7208489,106
"4,140",10000000,5490423,7037886,5490423,1547463,7037886,25362415,,25362415,110326,3.33,8602720,126
"4,141",10000000,5470235,29062674,5470235,23592439,29062674,872067,683119,1555186,78104,4.43,6439185,98
"4,142",10000000,5241315,5241315,5241315,,,,,,2212535,2.37,10482623,99
"4,143",10000000,5005465,15121528,5005465,10116063,15121528,,,,121504,9.46,6838897,119
"4,144",10000000,4711220,4711220,4711220,,,,,,1172942,4.02,13174206,105
"4,145",10000000,4589490,4730228,4589490,140738,4730228,607885,2110280,2718165,93520,17.93,5397740,95
"4,146",10000000,4376820,4376820,4376820,,,,,,2156272,2.03,5150878,99
"4,147",10000000,4365455,16222303,4365455,11856848,16222303,,,,2307063,1.89,8314409,85
"4,148",10000000,4288104,4797845,4288104,509741,4797845,,,,1424540,3.01,5153368,105
"4,149",10000000,4286367,6601992,4286367,2315625,6601992,1036864,450997,1487861,1719902,2.49,5072119,110
"4,150",10000000,4269426,4708127,4269426,438701,4708127,,,,855709,4.99,5781961,83
"4,151",10000000,4095431,7960474,4095431,3865043,7960474,,,,2123463,1.93,4846181,117
"4,152",10000000,4073448,9263940,4073448,5190492,9263940,,,,93728,4.27,5076496,110
"4,153",10000000,3877922,12382122,3877922,8504200,12382122,401743,114738,516481,80325,7.61,4832825,108
"4,154",10000000,3818664,4563080,3818664,744416,4563080,1263242,916157,2179399,2182216,1.75,4758982,91
"4,155",10000000,3400278,5437126,3400278,2036848,5437126,459910,615266,1075176,312355,5.21,4237564,116
"4,156",10000000,3357324,3412380,3357324,55056,3412380,,,,738339,4.55,7968684,100
"4,157",10000000,3336053,3336053,3336053,,,,,,1751572,1.9,4517920,112
"4,158",10000000,3275585,3275585,3275585,,,,,,1225737,2.67,8654604,109
"4,159",10000000,3193102,6030047,3193102,2836945,6030047,,,,187122,8.43,6754877,89
"4,160",10000000,3128941,3185717,3128941,56776,3185717,436067,244097,680164,1154303,2.71,4128514,102
"4,161",10000000,3041803,5149131,3041803,2107328,5149131,,,,45039,14.48,5809514,140
"4,162",10000000,3000000,3000000,3000000,,,,77267,77267,1377691,2.18,8271095,92
"4,163",10000000,2893666,3260179,2893666,366513,3260179,,,,80602,23.98,4618174,120
"4,164",10000000,2529395,2529395,2529395,,,,,,1415023,1.79,3438443,96
"4,165",10000000,2394725,2678525,2394725,283800,2678525,,,,1357243,1.76,2984400,103
"4,166",10000000,2185266,2373937,2185266,188671,2373937,,,,190720,3.84,4370525,135
"4,167",10000000,2000000,11400000,2000000,9400000,11400000,,,,439564,4.55,7755391,
"4,168",10000000,1930282,3623609,1930282,1693327,3623609,2407366,697483,3104849,87946,4.16,2559463,105
"4,169",10000000,1822250,6646669,1822250,4824419,6646669,613917,277265,891182,53008,9.35,2330226,129
"4,170",10000000,1799322,3793739,1799322,1994417,3793739,339613,309783,649396,994430,1.81,2162393,90
"4,171",10000000,1759252,1884251,1759252,124999,1884251,,,,62087,5.2,2391511,98
"4,172",10000000,1641788,1641788,1641788,,,,,,189350,8.67,2935060,
"4,173",10000000,1638202,1638202,1638202,,,,,,703109,2.33,3276398,101
"4,174",10000000,1562800,3311924,1562800,1749124,3311924,,,,42864,6.6,2809311,
"4,175",10000000,1475746,3541565,1475746,2065819,3541565,,,,507082,2.91,2016291,96
"4,176",10000000,1430721,32430721,1430721,31000000,32430721,,,,643000,2.23,2354675,
"4,177",10000000,1291645,4659110,1291645,3367465,4659110,,,,37864,6.62,1749227,102
"4,178",10000000,1279681,7582196,1279681,6302515,7582196,73505,59507,133012,408891,3.13,1537896,110
"4,179",10000000,1276984,1953882,1276984,676898,1953882,,,,127141,5.85,2553965,
"4,180",10000000,1069454,1069454,1069454,,,634455,,634455,78480,5.19,1411102,110
"4,181",10000000,1011054,1147871,1011054,136817,1147871,,,,33287,14.8,1807483,104
"4,182",10000000,952820,1051907,952820,99087,1051907,,,,478910,1.99,1492933,
"4,183",10000000,900926,900926,900926,,,,,,508601,1.77,1411619,
"4,184",10000000,866778,22198996,866778,21332218,22198996,,,,74146,8.4,1301372,
"4,185",10000000,836641,836641,836641,,,,,,53264,7.17,1775391,
"4,186",10000000,749641,2536707,749641,1787066,2536707,2633047,641263,3274310,61136,12.26,1015217,122
"4,187",10000000,657511,714255,657511,56744,714255,,,,250160,2.63,696949,124
"4,188",10000000,641439,1616353,641439,974914,1616353,1637143,645990,2283133,310246,2.07,850510,94
"4,189",10000000,598645,611032,598645,12387,611032,,,,354052,1.69,1110739,90
"4,190",10000000,580862,1299855,580862,718993,1299855,1202521,,1202521,35336,7.16,872102,
"4,191",10000000,488872,42776032,488872,42287160,42776032,,,,39167,12.26,848634,113
"4,192",10000000,366301,630427,366301,264126,630427,,,,50601,4.45,635837,
"4,193",10000000,268461,1165102,268461,896641,1165102,,,,35814,6.33,420636,
"4,194",10000000,245359,5045359,245359,4800000,5045359,,,,25696,7.46,534419,
"4,195",10000000,244465,244465,244465,,,,,,,6.35,561897,
"4,196",10000000,228524,290875,228524,62351,290875,,,,4696,6.38,384566,
"4,197",10000000,226792,2151098,226792,1924306,2151098,,,,113512,2,431944,86
"4,198",10000000,221805,295750,221805,73945,295750,,,,4675,4.07,318808,
"4,199",10000000,173472,173472,173472,,,,,,83586,2.08,230013,125
"4,200",10000000,152857,355919,152857,203062,355919,,,,42145,3.63,208841,110
"4,201",10000000,150191,150191,150191,,,,,,32111,2.34,187173,84
"4,202",10000000,141108,721108,141108,580000,721108,,,,97764,1.44,202815,
"4,203",10000000,139034,248133,139034,109099,248133,,,,82832,1.68,188283,100
"4,204",10000000,137221,5950002,137221,5812781,5950002,,,,8316,3.51,214996,
"4,205",10000000,131719,241719,131719,110000,241719,,,,19253,6.84,216775,
"4,206",10000000,128486,42226657,128486,42098171,42226657,,,,4775,7.57,175542,
"4,207",10000000,126247,126247,126247,,,,,,,,333555,
"4,208",10000000,109383,109383,109383,,,,,,82739,1.32,149443,128
"4,209",10000000,100688,106460,100688,5772,106460,,,,34712,2.9,137564,90
"4,210",10000000,93388,723388,93388,630000,723388,,,,50081,1.86,134222,
"4,211",10000000,76289,385651,76289,309362,385651,539719,557160,1096879,5936,12.85,89776,96
"4,212",10000000,70527,91201,70527,20674,91201,,,,41788,1.69,122428,
"4,213",10000000,67657,197901,67657,130244,197901,406486,62959,469445,,15.45,88170,105
"4,214",10000000,47305,47305,47305,,,,,,,3.14,64303,98
"4,215",10000000,45779,45779,45779,,,,,,20000,2.29,105213,86
"4,216",10000000,19716,19716,19716,,,,,,13323,1.48,28330,
"4,217",10000000,17472,161097,17472,143625,161097,826245,167430,993675,17472,1,22336,111
"4,218",10000000,11894,11894,11894,,,,,,,242.73,15200,81
"4,219",10000000,9069,9069,9069,,,,,,5702,1.59,13033,85
"4,220",10000000,6422,1537479,6422,1531057,1537479,,,,1322,3.08,10058,93
"4,221",10000000,4803,17704131,4803,17699328,17704131,,,,1191,3.17,6554,108
"4,222",10000000,388,247565,388,247177,247565,,,,,,507,98
"4,223",10000000,0,39526616,,39526616,39526616,,,,,,,75
"4,224",10000000,0,15037867,,15037867,15037867,,,,,,,
"4,225",10000000,0,8243567,,8243567,8243567,,,,,,,
"4,226",10000000,0,6998359,,6998359,6998359,102791,53595,156386,,,,90
"4,227",10000000,0,2341218,,2341218,2341218,1227050,658821,1885871,,,251,94
"4,228",10000000,0,2237618,,2237618,2237618,,,,,,,111
"4,229",10000000,0,1642939,,1642939,1642939,,,,,,,99
"4,230",10000000,0,1230542,,1230542,1230542,,,,,,,
"4,231",10000000,0,997921,,997921,997921,,,,,,,
"4,232",10000000,0,575371,,575371,575371,21046,,21046,,,,102
"4,233",10000000,0,391845,,391845,391845,,,,,,,
"4,234",10000000,0,379584,,379584,379584,295022,,295022,,,,84
"4,235",10000000,0,360898,,360898,360898,42738,,42738,,,,
"4,236",10000000,0,200447,,200447,200447,,,,,,,94
"4,237",10000000,0,90909,,90909,90909,,,,,,,106
"4,238",10000000,0,53559,,53559,53559,,,,,,,134
"4,239",10000000,0,0,,,,5474020,,5474020,,,,
"4,240",10000000,0,0,,,,,,,,,,
"4,241",10000000,0,0,,,,,,,,,,
"4,242",10000000,0,0,,,,,,,,,,89
"4,243",10000000,0,0,,,,,,,,,,89
"4,244",10000000,0,0,,,,,,,,,,108
"4,245",10000000,0,0,,,,,,,,,,
"4,246",10000000,0,0,,,,,,,,,,98
"4,247",10000000,0,0,,,,,,,,,,97
"4,248",9900000,3759078,11310835,3759078,7551757,11310835,401306,230355,631661,2002863,1.88,4517596,92
"4,249",9900000,458054,458054,458054,,,,,,,5.73,625833,
"4,250",9800000,16044025,17553055,16044025,1509030,17553055,10803654,2137942,12941596,5722039,2.8,23060608,106
"4,251",9700000,6738954,36787044,6738954,30048090,36787044,,,,68266,9.41,8944338,127
"4,252",9600000,2541854,6842580,2541854,4300726,6842580,181026,205123,386149,66232,2.9,3249620,125
"4,253",9600000,2484186,5256839,2484186,2772653,5256839,,,,191560,11.84,4088477,
"4,254",9500000,57176582,59675307,57176582,2498725,59675307,,,,16918226,3.38,114353162,
"4,255",9500000,43100000,111600000,43100000,68500000,111600000,,,,,,,117
"4,256",9500000,14114000,14114000,14114000,,,,,,4344308,3.25,37019199,98
"4,257",9500000,12391761,305149461,12391761,292757700,305149461,,,,3248481,3.81,15302372,201
"4,258",9500000,3573673,5278632,3573673,1704959,5278632,5789656,1050247,6839903,805115,4.44,4882661,107
"4,259",9500000,115155,119955,115155,4800,119955,,,,11502,3.77,165516,89
"4,260",9500000,0,48314840,,48314840,48314840,99050,,99050,,,,120
"4,261",9500000,0,0,,,,,,,,,,88
"4,262",9500000,0,0,,,,,,,,,,97
"4,263",9400000,46300000,60000000,46300000,13700000,60000000,,3772865,3772865,,,,205
"4,264",9400000,12899867,87226613,12899867,74326746,87226613,,,,197703,11.31,20587493,121
"4,265",9400000,3030848,21788107,3030848,18757259,21788107,3178558,1376498,4555056,257174,8.98,4117486,135
"4,266",9400000,0,4920099,,4920099,4920099,858832,1499193,2358025,,,,107
"4,267",9300000,19571091,19571091,19571091,,,,,,3261186,6,75890769,90
"4,268",9300000,2542518,3184180,2542518,641662,3184180,,,,432968,5.66,2985650,111
"4,269",9200000,3047539,5806666,3047539,2759127,5806666,,,,1283585,2.37,4127188,176
"4,270",9200000,2684904,4199334,2684904,1514430,4199334,,,,91915,6.59,6564945,104
"4,271",9200000,1685269,17155193,1685269,15469924,17155193,,,,959329,1.76,2302554,131
"4,272",9100000,2339735,16517708,2339735,14177973,16517708,326525,212155,538680,50934,18.5,2852582,130
"4,273",9100000,0,20927794,,20927794,20927794,,,,,,,
"4,274",9100000,0,18872126,,18872126,18872126,,,,,,,110
"4,275",9100000,0,14709816,,14709816,14709816,38200,16140,54340,,,,78
"4,276",9000000,138141585,278754594,138141585,140613009,278754594,8239012,8005238,16244250,40010975,3.45,166016301,116
"4,277",9000000,80571655,107967319,80571655,27395664,107967319,,,,28094014,2.87,144034911,98
"4,278",9000000,80500000,80501127,80500000,1127,80501127,,,,,46.61,,181
"4,279",9000000,71562550,111534881,71562550,39972331,111534881,7273836,4766470,12040306,29816675,2.4,94424025,103
"4,280",9000000,63600000,141200000,63600000,77600000,141200000,,,,,,,130
"4,281",9000000,57000756,155615727,57000756,98614971,155615727,1223754,1565197,2788951,18238172,3.13,67199469,109
"4,282",9000000,54733739,123233739,54733739,68500000,123233739,3861968,1739941,5601909,26347631,2.08,64413723,93
"4,283",9000000,52597610,83051676,52597610,30454066,83051676,17455151,,17455151,20997985,2.5,78969666,85
"4,284",9000000,36049108,36049108,36049108,,,,,,8812105,4.09,87793290,123
"4,285",9000000,35144505,81831866,35144505,46687361,81831866,1491720,821367,2313087,14065500,2.5,43798579,99
"4,286",9000000,34102780,34572780,34102780,470000,34572780,,,,9031660,3.78,72268937,120
"4,287",9000000,33244684,44196684,33244684,10952000,44196684,,,,6583963,5.05,87551991,87
"4,288",9000000,28148130,64686515,28148130,36538385,64686515,1060406,1334539,2394945,9497665,2.96,33126293,100
"4,289",9000000,27426363,46713431,27426363,19287068,46713431,570719,2460073,3030792,6560030,4.18,32276872,147
"4,290",9000000,24538513,36535837,24538513,11997324,36535837,18423479,,18423479,68969,5.45,38448422,113
"4,291",9000000,21571189,21971021,21571189,399832,21971021,4480408,1009141,5489549,6213362,3.47,27584500,121
"4,292",9000000,20035310,20035310,20035310,,,,,,7602507,2.64,40070618,
"4,293",9000000,18225165,19474552,18225165,1249387,19474552,,,,5480378,3.33,31637241,88
"4,294",9000000,17804273,17804273,17804273,,,,,,5363900,3.32,35608539,126
"4,295",9000000,16963963,28773637,16963963,11809674,28773637,,,,6722884,2.52,33927916,120
"4,296",9000000,16235738,16235738,16235738,,,30135245,,30135245,3723364,4.36,26300990,91
"4,297",9000000,14431633,19096003,14431633,4664370,19096003,1687535,1332049,3019584,4754215,3.04,17984209,99
"4,298",9000000,13960394,36588512,13960394,22628118,36588512,829996,626422,1456418,278715,8.98,17065010,99
"4,299",9000000,13075390,13075390,13075390,,,,,,4358022,3,41950208,91
"4,300",9000000,12232382,12512317,12232382,279935,12512317,,,,5088577,2.4,21234304,85
"4,301",9000000,11862398,17462398,11862398,5600000,17462398,,,,5961231,1.99,16125683,100
"4,302",9000000,10475990,12624174,10475990,2148184,12624174,485498,254456,739954,3119875,3.36,12190930,96
"4,303",9000000,10161099,10176701,10161099,15602,10176701,,,,,23.73,26623388,137
"4,304",9000000,7710234,12898064,7710234,5187830,12898064,1734446,631590,2366036,159615,4.55,9598695,123
"4,305",9000000,6623082,10642023,6623082,4018941,10642023,,,,151859,12.66,10072735,114
"4,306",9000000,6126237,12657377,6126237,6531140,12657377,,,,2404557,2.55,10952038,80
"4,307",9000000,6047856,13061935,6047856,7014079,13061935,,,,2150979,2.81,12095710,119
"4,308",9000000,4950029,6750029,4950029,1800000,6750029,,,,2511530,1.97,5825469,120
"4,309",9000000,4886216,4934104,4886216,47888,4934104,,,,439925,2.88,7336124,92
"4,310",9000000,4777465,5512151,4777465,734686,5512151,,,,306705,6.3,8857710,98
"4,311",9000000,4333569,4333569,4333569,,,,,,2129483,2.04,11449966,79
"4,312",9000000,3548238,3548238,3548238,,,,,,,,9306568,122
"4,313",9000000,3438735,3438735,3438735,,,,,,1241079,2.77,5388016,118
"4,314",9000000,3134509,3134509,3134509,,,,,,1409433,2.22,6269012,112
"4,315",9000000,2956339,3922043,2956339,965704,3922043,,,,1355904,2.18,4632166,95
"4,316",9000000,2450867,20395040,2450867,17944173,20395040,,,,38372,8.39,3249728,99
"4,317",9000000,2000093,2000093,2000093,,,2300447,215652,2516099,627974,3.18,2492595,131
"4,318",9000000,1533324,5865489,1533324,4332165,5865489,,,,55347,6.07,1806092,123
"4,319",9000000,1530535,2548378,1530535,1017843,2548378,,,,180271,4.22,2518952,
"4,320",9000000,1069318,1069318,1069318,,,,,,676048,1.58,1798320,
"4,321",9000000,1053788,4313644,1053788,3259856,4313644,,,,301787,3.49,2422137,
"4,322",9000000,883887,883887,883887,,,,,,186995,4.73,1207640,
"4,323",9000000,475488,475488,475488,,,,,,301028,1.58,503997,116
"4,324",9000000,454255,461581,454255,7326,461581,,,,45904,8.74,812079,185
"4,325",9000000,349618,349618,349618,,,,,,,,895214,120
"4,326",9000000,248795,7704357,248795,7455562,7704357,87566,55885,143451,20249,9.4,310054,115
"4,327",9000000,208163,208163,208163,,,,,,19154,10.07,284409,105
"4,328",9000000,184255,186240,184255,1985,186240,,8622,8622,25890,4.55,339742,128
"4,329",9000000,148826,148826,148826,,,,,,14526,10.25,203332,102
"4,330",9000000,148089,1635241,148089,1487152,1635241,,,,15254,7.83,212851,
"4,331",9000000,70066,85527,70066,15461,85527,,,,,3.34,95726,105
"4,332",9000000,14443,14443,14443,,,,,,2716,5.32,23296,86
"4,333",9000000,3190,580897,3190,577707,580897,,,,1691,1.89,3751,85
"4,334",9000000,1242,1242,1242,,,981157,280286,1261443,162,2.44,1585,95
"4,335",9000000,0,15660664,,15660664,15660664,,,,,,,95
"4,336",9000000,0,3440939,,3440939,3440939,274638,68478,343116,,,,122
"4,337",9000000,0,2243,,2243,2243,,,,,,,103
"4,338",9000000,0,0,,,,,,,,,,98
"4,339",9000000,0,0,,,,1688590,477977,2166567,,,,100
"4,340",8900000,176988,22744132,176988,22567144,22744132,,,,16568,6.1,239683,127
"4,341",8900000,50136,3324131,50136,3273995,3324131,1019231,571325,1590556,28688,1.75,64109,90
"4,342",8900000,0,0,,,,284528,87339,371867,,,,76
"4,343",8800000,174803506,328203506,174803506,153400000,328203506,,,,8038855,16.55,501199531,97
"4,344",8800000,0,624747,,624747,624747,,,,,,,100
"4,345",8800000,0,0,,,,,,,,,,
"4,346",8700000,127910,19499856,127910,19371946,19499856,87658,75283,162941,10422,6.46,157086,116
"4,347",8600000,14373825,32968648,14373825,18594823,32968648,13664432,,13664432,5856872,2.45,22506398,84
"4,348",8600000,540268,54500169,540268,53959901,54500169,46414,44837,91251,165685,3.26,673297,140
"4,349",8500000,51048435,51048857,51048435,422,51048857,,224092,224092,,,,138
"4,350",8500000,47695371,77733867,47695371,30038496,77733867,2334893,1609979,3944872,256498,11.23,58585290,137
"4,351",8500000,39471742,47417251,39471742,7945509,47417251,16378477,3535412,19913889,82664,9.25,53979589,112
"4,352",8500000,35202562,47445905,35202562,12243343,47445905,,,,11825058,2.98,35202562,91
"4,353",8500000,35161554,68695443,35161554,33533889,68695443,27396110,,27396110,14611273,2.41,52791299,98
"4,354",8500000,34030343,43528634,34030343,9498291,43528634,6371486,1591071,7962557,10809149,3.15,43516855,100
"4,355",8500000,33112052,33283628,33112052,171576,33283628,,,,5236318,6.32,90824615,97
"4,356",8500000,32381218,50334418,32381218,17953200,50334418,3041351,2845926,5887277,10441000,3.1,42709562,117
"4,357",8500000,30376755,122740616,30376755,92363861,122740616,2425874,10681100,13106974,9816197,3.09,35749056,100
"4,358",8500000,29200000,29200000,29200000,,,,277598,277598,793063,36.82,125408763,134
"4,359",8500000,21569509,22885836,21569509,1316327,22885836,4239821,800534,5040355,9031102,2.39,28600159,96
"4,360",8500000,20007149,23311293,20007149,3304144,23311293,2520459,870257,3390716,6878437,2.91,24933763,92
"4,361",8500000,15024232,15024232,15024232,,,,,,3871766,3.88,38470597,92
"4,362",8500000,14943582,17202854,14943582,2259272,17202854,,128083,128083,119080,4.73,31710987,
"4,363",8500000,13610521,20288774,13610521,6678253,20288774,10099013,,10099013,248552,7.94,21325783,122
"4,364",8500000,11647099,11663715,11647099,16616,11663715,,,,3078758,3.78,11647099,129
"4,365",8500000,6263670,10386814,6263670,4123144,10386814,3856871,1187030,5043901,93583,5.21,8303909,107
"4,366",8500000,5001655,7573551,5001655,2571896,7573551,,,,3035688,1.65,8682417,104
"4,367",8500000,4444637,17220091,4444637,12775454,17220091,,,,189703,6.21,6388422,119
"4,368",8500000,4273372,4273372,4273372,,,,,,2414596,1.77,8139029,104
"4,369",8500000,1109199,3180252,1109199,2071053,3180252,168826,380663,549489,69302,2.31,1463536,102
"4,370",8500000,298347,30298347,298347,30000000,30298347,,,,,4.07,517893,
"4,371",8500000,140244,198883,140244,58639,198883,,,,53684,2.61,210555,
"4,372",8500000,0,30723013,,30723013,30723013,,,,,,,114
"4,373",8500000,0,1353287,,1353287,1353287,,,,,,,83
"4,374",8470000,4046336,42355526,4046336,38309190,42355526,,,,1944027,2.08,5528458,161
"4,375",8400000,1207007,6831069,1207007,5624062,6831069,,,,578224,2.09,1891211,136
"4,376",8300000,3827466,50827466,3827466,47000000,50827466,,,,1568677,2.44,5075041,159
"4,377",8300000,2160710,2598224,2160710,437514,2598224,,,,139634,7.74,4585122,126
"4,378",8300000,2005481,3299430,2005481,1293949,3299430,,,,134447,4.34,2125040,108
"4,379",8300000,1829142,25170688,1829142,23341546,25170688,,,,76190,12.57,2866003,128
"4,380",8300000,493296,1353296,493296,860000,1353296,,,,24401,7.24,673976,118
"4,381",8300000,0,24906717,,24906717,24906717,,,,,,,
"4,382",8250000,30000000,30029100,30000000,29100,30029100,,,,,,,171
"4,383",8200000,163214286,286213233,163214286,122998947,286213233,,,,,,,174
"4,384",8200000,80000000,80009427,80000000,9427,80009427,,,,8556935,9.35,256666658,110
"4,385",8200000,0,19637575,,19637575,19637575,,,,,,,
"4,386",8000000,107928762,212891598,107928762,104962836,212891598,,,,9311882,11.59,277904843,155
"4,387",8000000,90815558,90858381,90815558,42823,90858381,,,,5031753,17.15,291366572,126
"4,388",8000000,76657000,76657000,76657000,,,,3792391,3792391,,,329228067,95
"4,389",8000000,62599495,62599495,62599495,,,,,,6174059,9.39,200840046,109
"4,390",8000000,59891098,100642353,59891098,40751255,100642353,55547128,,55547128,370998,7.86,98537113,102
"4,391",8000000,58401464,76200721,58401464,17799257,76200721,23601115,4071258,27672373,17734040,3.29,79793129,92
"4,392",8000000,52287414,52289686,52287414,2272,52289686,,,,251628,10.38,151252768,89
"4,393",8000000,45064915,82784517,45064915,37719602,82784517,,,,10061858,4.48,80563802,112
"4,394",8000000,43000000,43000459,43000000,459,43000459,,431167,431167,5306354,8.1,184677290,107
"4,395",8000000,40066497,50811858,40066497,10745361,50811858,,,,16123105,2.49,69551816,95
"4,396",8000000,35388976,40597401,35388976,5208425,40597401,3215504,843514,4059018,10855054,3.26,41647722,102
"4,397",8000000,35016118,41334735,35016118,6318617,41334735,6562319,3228252,9790571,8644095,4.05,47600718,100
"4,398",8000000,34873513,34873513,34873513,,,,,,9310414,3.75,85053499,
"4,399",8000000,29499394,37119358,29499394,7619964,37119358,3486270,1243316,4729586,8246267,3.58,37722821,104
"4,400",8000000,27362712,28315272,27362712,952560,28315272,,,,10738882,2.55,50765640,
"4,401",8000000,26124872,26354917,26124872,230045,26354917,,192703,192703,52568,31.19,67707692,140
"4,402",8000000,26068955,53068955,26068955,27000000,53068955,3488986,1328848,4817834,8742109,2.98,34396975,94
"4,403",8000000,25928550,47782426,25928550,21853876,47782426,7903992,,7903992,10447559,2.48,38928941,85
"4,404",8000000,24474312,24474312,24474312,,,,,,4758371,4.51,93157677,89
"4,405",8000000,22800000,82000000,22800000,59200000,82000000,,,,,,,142
"4,406",8000000,22549338,22549338,22549338,,,,,,,17.17,58715426,
"4,407",8000000,21706101,28876702,21706101,7170601,28876702,,,,,9.97,56385232,
"4,408",8000000,20036244,20036244,20036244,,,,612748,612748,5870889,3.41,73466217,120
"4,409",8000000,18848430,18959424,18848430,110994,18959424,26906737,,26906737,6011585,3.14,31020765,112
"4,410",8000000,18771004,49104745,18771004,30333741,49104745,,,,6503012,2.89,18771004,92
"4,411",8000000,18090181,18090181,18090181,,,,,,6667118,2.71,47654553,
"4,412",8000000,17843379,22591451,17843379,4748072,22591451,,,,6846112,2.61,37860837,91
"4,413",8000000,17550872,25621449,17550872,8070577,25621449,2961908,759765,3721673,232800,8,23271271,93
"4,414",8000000,17394881,17394881,17394881,,,,,,6752970,2.58,39982255,84
"4,415",8000000,16734283,29937909,16734283,13203626,29937909,19406566,,19406566,6741530,2.48,24052735,96
"4,416",8000000,16170632,67731796,16170632,51561164,67731796,5297171,1590344,6887515,134064,5.73,21336520,101
